feature,importance
lag_10d_Dai Ngai_Rainfall,0.0021035327
lag_12d_Dai Ngai_Rainfall,0.0020952579
lag_23d_Chau Doc_Rainfall,0.0020945696
lag_27d_Chau Doc_Rainfall,0.002090632
lag_13d_Chau Doc_Water Level,0.0020632462
lag_9d_Can Tho_Rainfall,0.0020614509
lag_20d_Can Tho_Water Level,0.0020541477
lag_20d_Can Tho_Rainfall,0.002035497
lag_29d_Can Tho_Rainfall,0.0020020271
lag_11d_Can Tho_Rainfall,0.001997149
lag_21d_Can Tho_Rainfall,0.0019789834
lag_11d_Dai Ngai_Rainfall,0.001971506
lag_30d_Dai Ngai_Rainfall,0.00195538
lag_16d_Can Tho_Rainfall,0.001934769
lag_14d_Can Tho_Rainfall,0.0018632805
lag_4d_Chau Doc_Water Level,0.0018394002
lag_30d_Chau Doc_Rainfall,0.0018257323
lag_25d_Dai Ngai_Rainfall,0.0018166698
lag_28d_Dai Ngai_Rainfall,0.001814869
lag_1d_Chau Doc_Rainfall,0.0017908573
lag_13d_Dai Ngai_Rainfall,0.0017467155
lag_24d_Can Tho_Rainfall,0.0017403368
lag_4d_Can Tho_Rainfall,0.0017180854
lag_4d_Chau Doc_Rainfall,0.0016825359
lag_24d_Dai Ngai_Rainfall,0.0016524981
lag_8d_Dai Ngai_Rainfall,0.0016253294
lag_18d_Dai Ngai_Rainfall,0.0016232252
lag_6d_Can Tho_Rainfall,0.0015932418
lag_15d_Dai Ngai_Rainfall,0.001582069
lag_27d_Dai Ngai_Rainfall,0.0015704863
lag_22d_Chau Doc_Rainfall,0.0015312155
lag_15d_Can Tho_Rainfall,0.0015139311
lag_6d_Dai Ngai_Rainfall,0.0014902764
lag_16d_Dai Ngai_Rainfall,0.0014881119
lag_30d_Can Tho_Rainfall,0.001461729
lag_8d_Can Tho_Rainfall,0.0014513351
lag_10d_Chau Doc_Rainfall,0.0014292453
lag_17d_Chau Doc_Rainfall,0.001362512
lag_3d_Dai Ngai_Rainfall,0.0013499641
lag_17d_Can Tho_Rainfall,0.0013281658
lag_13d_Can Tho_Rainfall,0.0013280247
lag_14d_Dai Ngai_Rainfall,0.0012819793
lag_20d_Dai Ngai_Rainfall,0.0012760598
lag_1d_Dai Ngai_Rainfall,0.0012445082
lag_7d_Can Tho_Rainfall,0.001165077
lag_21d_Dai Ngai_Rainfall,0.001137233
lag_29d_Dai Ngai_Rainfall,0.0010879695
lag_26d_Chau Doc_Rainfall,0.0010778173
lag_22d_Dai Ngai_Rainfall,0.0010544221
lag_23d_Can Tho_Rainfall,0.0010068304
lag_9d_Chau Doc_Rainfall,0.0010009257
lag_7d_Dai Ngai_Rainfall,0.0009225133
lag_1d_Can Tho_Rainfall,0.00037111796
