loss,mae,val_loss,val_mae
0.6741049885749817,0.6438544988632202,0.37275293469429016,0.45265495777130127
0.38427460193634033,0.4515668749809265,0.2960303723812103,0.36197906732559204
0.3025459051132202,0.3863183557987213,0.25270581245422363,0.3136923015117645
0.2707245945930481,0.354169636964798,0.2415139377117157,0.29038119316101074
0.24242953956127167,0.3348684012889862,0.21935734152793884,0.2638848125934601
0.22127768397331238,0.31243789196014404,0.20596010982990265,0.2524365186691284
0.21318016946315765,0.30889853835105896,0.20034335553646088,0.24476036429405212
0.19664090871810913,0.2956250309944153,0.19075575470924377,0.2348649650812149
0.18631725013256073,0.28188690543174744,0.19657517969608307,0.24021974205970764
0.183179572224617,0.2786714732646942,0.1909593790769577,0.2290177345275879
0.16600309312343597,0.26178672909736633,0.19621916115283966,0.23472614586353302
0.15496112406253815,0.25526508688926697,0.2035640925168991,0.24619761109352112
0.1582116037607193,0.25295090675354004,0.1860000044107437,0.22444365918636322
0.15310373902320862,0.24932919442653656,0.18771421909332275,0.21743589639663696
0.1504897177219391,0.24329990148544312,0.18968170881271362,0.2345195859670639
0.14642198383808136,0.2413240373134613,0.1849842667579651,0.2187543362379074
0.1383415311574936,0.23457658290863037,0.1802491843700409,0.22165532410144806
0.14748501777648926,0.23759353160858154,0.18613646924495697,0.23047079145908356
0.1378411054611206,0.23579493165016174,0.1871693730354309,0.23418216407299042
0.13802407681941986,0.22980451583862305,0.18426135182380676,0.23215071856975555
0.13157713413238525,0.22770953178405762,0.18628107011318207,0.22972534596920013
0.13119705021381378,0.22478997707366943,0.1796385496854782,0.22549162805080414
0.13073095679283142,0.2234158217906952,0.1785035878419876,0.22006019949913025
0.1388671100139618,0.22845709323883057,0.18094997107982635,0.2203807234764099
0.1230950802564621,0.2203141450881958,0.17040739953517914,0.2158670425415039
0.12995019555091858,0.21889325976371765,0.1671045571565628,0.2098197638988495
0.11908381432294846,0.21685656905174255,0.16681784391403198,0.21111637353897095
0.12089414894580841,0.2170121818780899,0.17252175509929657,0.21435005962848663
0.12251918017864227,0.21346773207187653,0.1728658378124237,0.22110293805599213
0.1262098252773285,0.2171177715063095,0.16353841125965118,0.20010867714881897
0.13069728016853333,0.21506084501743317,0.17215456068515778,0.21902860701084137
0.1188046932220459,0.2134580910205841,0.16069655120372772,0.20175684988498688
0.11893795430660248,0.21391363441944122,0.15395842492580414,0.20598745346069336
0.11803761124610901,0.2108469307422638,0.15741580724716187,0.19921784102916718
0.11463242769241333,0.20638547837734222,0.1556074470281601,0.20790217816829681
0.11234093457460403,0.20517496764659882,0.16481412947177887,0.22046229243278503
0.11698406934738159,0.20695486664772034,0.1576005071401596,0.2033959925174713
0.11268976330757141,0.20104321837425232,0.16301396489143372,0.22275245189666748
0.11529803276062012,0.20534686744213104,0.16277678310871124,0.22034986317157745
0.10694459825754166,0.20330452919006348,0.14733679592609406,0.19665445387363434
0.10829074680805206,0.19955290853977203,0.1486257016658783,0.19572678208351135
0.11653074622154236,0.2029924839735031,0.1565442830324173,0.20903027057647705
0.10522853583097458,0.2014903873205185,0.14235681295394897,0.1991572231054306
0.10524776577949524,0.19897763431072235,0.14685729146003723,0.20481571555137634
0.10441425442695618,0.19799786806106567,0.15120188891887665,0.2196250557899475
0.10699144005775452,0.2008151113986969,0.13879433274269104,0.19925358891487122
0.11575041711330414,0.20091897249221802,0.15460051596164703,0.22293567657470703
0.1004854142665863,0.19606874883174896,0.14744515717029572,0.20994426310062408
0.10946507006883621,0.19994008541107178,0.1459512710571289,0.20780855417251587
0.10958457738161087,0.19750207662582397,0.15435902774333954,0.22287793457508087
0.10659646987915039,0.19669398665428162,0.14749599993228912,0.20921052992343903
0.10204623639583588,0.19430750608444214,0.14519578218460083,0.21516835689544678
0.10415589064359665,0.1967506855726242,0.14686225354671478,0.21123723685741425
0.10561815649271011,0.19511885941028595,0.14989295601844788,0.21778225898742676
0.10218439251184464,0.19389741122722626,0.15204182267189026,0.2244264781475067
0.10513418912887573,0.1932505965232849,0.14614348113536835,0.20981881022453308
