feature,importance
lag_66d_Can Tho_Water Level,0.0016902792
lag_56d_Dai Ngai_Rainfall,0.0016881529
lag_5d_Chau Doc_Water Level,0.0016852221
lag_11d_Can Tho_Water Level,0.0016835298
lag_21d_Dai Ngai_Rainfall,0.0016808065
lag_65d_Dai Ngai_Water Level,0.0016768068
lag_48d_Dai Ngai_Rainfall,0.0016678777
lag_64d_Can Tho_Water Level,0.0016616966
lag_43d_Can Tho_Rainfall,0.0016570064
lag_32d_Can Tho_Water Level,0.0016500019
lag_8d_Dai Ngai_Rainfall,0.001645619
lag_80d_Chau Doc_Rainfall,0.0016442627
lag_88d_Chau Doc_Rainfall,0.001641955
lag_27d_Can Tho_Water Level,0.0016409573
lag_36d_Dai Ngai_Water Level,0.00162017
lag_3d_Dai Ngai_Water Level,0.0016145065
lag_81d_Chau Doc_Water Level,0.0016142575
lag_30d_Chau Doc_Water Level,0.0016112587
lag_6d_Dai Ngai_Water Level,0.0016075885
lag_53d_Dai Ngai_Water Level,0.0015971481
lag_89d_Can Tho_Water Level,0.0015955145
lag_57d_Chau Doc_Rainfall,0.0015945011
lag_24d_Can Tho_Water Level,0.0015915312
lag_33d_Chau Doc_Water Level,0.0015822741
lag_90d_Can Tho_Rainfall,0.0015792244
lag_39d_Chau Doc_Water Level,0.0015776401
lag_37d_Can Tho_Water Level,0.0015749186
lag_20d_Can Tho_Rainfall,0.0015730943
lag_63d_Can Tho_Water Level,0.0015562057
lag_75d_Dai Ngai_Water Level,0.0015552068
lag_73d_Chau Doc_Water Level,0.0015503401
lag_43d_Can Tho_Water Level,0.0015494478
lag_66d_Dai Ngai_Water Level,0.0015446148
lag_4d_Can Tho_Rainfall,0.0015436844
lag_6d_Can Tho_Water Level,0.0015431535
lag_37d_Chau Doc_Rainfall,0.001540392
lag_27d_Chau Doc_Water Level,0.0015294506
lag_76d_Chau Doc_Water Level,0.0015270247
lag_48d_Dai Ngai_Water Level,0.0015262531
lag_72d_Dai Ngai_Water Level,0.0015186375
lag_52d_Can Tho_Water Level,0.0015115282
lag_49d_Dai Ngai_Water Level,0.0015020627
lag_51d_Chau Doc_Water Level,0.0014991967
lag_51d_Can Tho_Water Level,0.0014987331
lag_70d_Can Tho_Water Level,0.001496782
lag_68d_Can Tho_Water Level,0.0014818093
lag_81d_Can Tho_Rainfall,0.0014803519
lag_65d_Chau Doc_Rainfall,0.0014789918
lag_7d_Dai Ngai_Water Level,0.0014776454
lag_11d_Can Tho_Rainfall,0.0014767485
lag_35d_Can Tho_Water Level,0.0014641585
lag_48d_Can Tho_Water Level,0.0014618371
lag_70d_Chau Doc_Water Level,0.0014584737
lag_8d_Chau Doc_Water Level,0.0014416361
lag_86d_Chau Doc_Water Level,0.001437413
lag_45d_Can Tho_Water Level,0.0014275371
lag_49d_Chau Doc_Water Level,0.001420571
lag_24d_Chau Doc_Water Level,0.0014129736
lag_25d_Dai Ngai_Water Level,0.0014105976
lag_60d_Chau Doc_Water Level,0.0014098968
lag_41d_Dai Ngai_Water Level,0.0014014835
lag_10d_Can Tho_Rainfall,0.0013990527
lag_49d_Chau Doc_Rainfall,0.0013975105
lag_31d_Dai Ngai_Water Level,0.0013823865
lag_73d_Can Tho_Water Level,0.0013685916
lag_85d_Can Tho_Water Level,0.0013652775
lag_5d_Dai Ngai_Water Level,0.0013552967
lag_21d_Can Tho_Water Level,0.0013547128
lag_66d_Chau Doc_Water Level,0.0013502274
lag_26d_Chau Doc_Rainfall,0.0013488559
lag_89d_Dai Ngai_Water Level,0.0013458155
lag_69d_Can Tho_Water Level,0.0013438308
lag_55d_Chau Doc_Rainfall,0.0013418004
lag_41d_Chau Doc_Water Level,0.0013409668
lag_81d_Dai Ngai_Water Level,0.00133872
lag_12d_Can Tho_Water Level,0.0013361949
lag_89d_Chau Doc_Rainfall,0.0013320689
lag_22d_Chau Doc_Water Level,0.0013285646
lag_48d_Can Tho_Rainfall,0.0013263191
lag_73d_Dai Ngai_Rainfall,0.0013238351
lag_11d_Dai Ngai_Water Level,0.0013211069
lag_85d_Chau Doc_Rainfall,0.0013160402
lag_8d_Can Tho_Rainfall,0.0013158665
lag_55d_Dai Ngai_Rainfall,0.001308917
lag_46d_Dai Ngai_Rainfall,0.0013013689
lag_56d_Dai Ngai_Water Level,0.0012820929
lag_2d_Dai Ngai_Water Level,0.0012754982
lag_28d_Dai Ngai_Water Level,0.0012749499
lag_48d_Chau Doc_Water Level,0.0012718389
lag_84d_Chau Doc_Rainfall,0.0012668731
lag_75d_Can Tho_Water Level,0.0012664073
lag_3d_Can Tho_Water Level,0.0012648286
lag_23d_Dai Ngai_Water Level,0.0012576332
lag_33d_Dai Ngai_Water Level,0.0012568008
lag_67d_Chau Doc_Rainfall,0.001238279
lag_54d_Can Tho_Rainfall,0.0012370459
lag_17d_Can Tho_Rainfall,0.0012330903
lag_4d_Dai Ngai_Rainfall,0.0012324692
lag_35d_Chau Doc_Rainfall,0.0012286431
lag_65d_Can Tho_Water Level,0.0012282324
lag_14d_Can Tho_Water Level,0.0012207746
lag_63d_Dai Ngai_Water Level,0.0012197169
lag_64d_Chau Doc_Water Level,0.0012156586
lag_5d_Chau Doc_Rainfall,0.001211901
lag_86d_Chau Doc_Rainfall,0.0012110198
lag_64d_Dai Ngai_Rainfall,0.001207336
lag_32d_Chau Doc_Rainfall,0.0012034072
lag_10d_Can Tho_Water Level,0.001202184
lag_60d_Chau Doc_Rainfall,0.0011958717
lag_29d_Can Tho_Rainfall,0.0011956961
lag_32d_Chau Doc_Water Level,0.0011895992
lag_45d_Dai Ngai_Rainfall,0.0011882617
lag_73d_Can Tho_Rainfall,0.001187514
lag_27d_Chau Doc_Rainfall,0.0011822968
lag_62d_Dai Ngai_Rainfall,0.0011766987
lag_76d_Can Tho_Water Level,0.0011753079
lag_70d_Chau Doc_Rainfall,0.0011661177
lag_44d_Can Tho_Rainfall,0.0011581632
lag_22d_Dai Ngai_Water Level,0.001153954
lag_42d_Dai Ngai_Rainfall,0.0011425086
lag_14d_Dai Ngai_Water Level,0.0011334994
lag_40d_Can Tho_Water Level,0.0011317743
lag_44d_Chau Doc_Water Level,0.0011275054
lag_84d_Can Tho_Water Level,0.0011177843
lag_72d_Can Tho_Water Level,0.0011126404
lag_29d_Chau Doc_Rainfall,0.001109141
lag_53d_Chau Doc_Water Level,0.0011069317
lag_75d_Dai Ngai_Rainfall,0.001104997
lag_42d_Can Tho_Water Level,0.001103469
lag_5d_Can Tho_Water Level,0.0011032425
lag_18d_Dai Ngai_Water Level,0.0011013058
lag_5d_Dai Ngai_Rainfall,0.0010915999
lag_3d_Chau Doc_Water Level,0.0010885936
lag_71d_Can Tho_Water Level,0.0010872565
lag_71d_Dai Ngai_Water Level,0.0010828037
lag_58d_Can Tho_Rainfall,0.001079895
lag_56d_Can Tho_Water Level,0.001077285
lag_1d_Dai Ngai_Water Level,0.0010771385
lag_19d_Dai Ngai_Rainfall,0.0010733161
lag_31d_Can Tho_Water Level,0.0010697823
lag_57d_Chau Doc_Water Level,0.0010667724
lag_41d_Chau Doc_Rainfall,0.0010649374
lag_90d_Chau Doc_Rainfall,0.0010643385
lag_40d_Chau Doc_Rainfall,0.0010577037
lag_55d_Dai Ngai_Water Level,0.0010560963
lag_44d_Dai Ngai_Rainfall,0.0010497493
lag_39d_Dai Ngai_Water Level,0.0010476309
lag_43d_Dai Ngai_Rainfall,0.0010470654
lag_6d_Chau Doc_Rainfall,0.0010451591
lag_57d_Can Tho_Water Level,0.0010406867
lag_80d_Chau Doc_Water Level,0.0010386392
lag_38d_Dai Ngai_Rainfall,0.0010353983
lag_34d_Can Tho_Water Level,0.0010327083
lag_72d_Chau Doc_Rainfall,0.0010310869
lag_24d_Dai Ngai_Rainfall,0.0010300435
lag_3d_Dai Ngai_Rainfall,0.0010259388
lag_61d_Can Tho_Water Level,0.0010213264
lag_64d_Dai Ngai_Water Level,0.0010168619
lag_47d_Dai Ngai_Water Level,0.0010112007
lag_67d_Can Tho_Water Level,0.0010065737
lag_23d_Chau Doc_Water Level,0.001005525
lag_50d_Can Tho_Rainfall,0.0010052171
lag_65d_Dai Ngai_Rainfall,0.0010043274
lag_67d_Dai Ngai_Rainfall,0.0010004556
lag_80d_Can Tho_Water Level,0.000994733
lag_33d_Can Tho_Rainfall,0.0009944035
lag_9d_Can Tho_Water Level,0.0009901224
lag_54d_Chau Doc_Rainfall,0.0009887929
lag_26d_Can Tho_Rainfall,0.0009883993
lag_23d_Can Tho_Water Level,0.0009864997
lag_10d_Chau Doc_Rainfall,0.0009835786
lag_19d_Chau Doc_Water Level,0.0009735155
lag_4d_Can Tho_Water Level,0.0009723522
lag_47d_Chau Doc_Water Level,0.0009701649
lag_66d_Can Tho_Rainfall,0.00096994056
lag_39d_Can Tho_Water Level,0.0009620026
lag_37d_Chau Doc_Water Level,0.00096051366
lag_52d_Dai Ngai_Rainfall,0.00094776973
lag_29d_Chau Doc_Water Level,0.00094493595
lag_4d_Dai Ngai_Water Level,0.0009368985
lag_68d_Chau Doc_Water Level,0.0009323086
lag_59d_Dai Ngai_Rainfall,0.00092774583
lag_71d_Can Tho_Rainfall,0.000926575
lag_71d_Chau Doc_Rainfall,0.0009265269
lag_20d_Chau Doc_Water Level,0.0009245243
lag_15d_Dai Ngai_Water Level,0.0009232023
lag_65d_Chau Doc_Water Level,0.00092263723
lag_86d_Dai Ngai_Rainfall,0.00090433017
lag_43d_Chau Doc_Rainfall,0.00090145954
lag_31d_Chau Doc_Rainfall,0.000901133
lag_28d_Chau Doc_Water Level,0.00090075796
lag_44d_Can Tho_Water Level,0.0008977903
lag_15d_Chau Doc_Water Level,0.0008976175
lag_7d_Can Tho_Water Level,0.0008859595
lag_28d_Chau Doc_Rainfall,0.0008830477
lag_36d_Chau Doc_Water Level,0.00087107654
lag_4d_Chau Doc_Rainfall,0.0008685735
lag_63d_Chau Doc_Water Level,0.0008602069
lag_31d_Can Tho_Rainfall,0.00086001324
lag_62d_Can Tho_Rainfall,0.0008554204
lag_69d_Can Tho_Rainfall,0.0008412692
lag_26d_Dai Ngai_Water Level,0.0008380053
lag_26d_Can Tho_Water Level,0.00082342885
lag_59d_Can Tho_Water Level,0.00082144054
lag_61d_Chau Doc_Rainfall,0.00081840594
lag_76d_Chau Doc_Rainfall,0.00081729435
lag_56d_Chau Doc_Water Level,0.00081149663
lag_38d_Chau Doc_Water Level,0.00079990906
lag_56d_Can Tho_Rainfall,0.0007929283
lag_40d_Dai Ngai_Rainfall,0.00079292734
lag_46d_Can Tho_Rainfall,0.00079241773
lag_10d_Dai Ngai_Water Level,0.0007915091
lag_82d_Chau Doc_Water Level,0.00079119275
lag_25d_Can Tho_Rainfall,0.00078993733
lag_30d_Can Tho_Rainfall,0.00078788167
lag_74d_Can Tho_Rainfall,0.00078627345
lag_36d_Can Tho_Water Level,0.0007854752
lag_41d_Dai Ngai_Rainfall,0.0007837277
lag_74d_Chau Doc_Water Level,0.00078225235
lag_64d_Can Tho_Rainfall,0.00077623833
lag_18d_Dai Ngai_Rainfall,0.00076964824
lag_51d_Dai Ngai_Rainfall,0.0007680246
lag_79d_Can Tho_Water Level,0.00076614186
lag_84d_Dai Ngai_Rainfall,0.0007544568
lag_77d_Can Tho_Rainfall,0.00075019145
lag_7d_Chau Doc_Water Level,0.00074829283
lag_13d_Can Tho_Rainfall,0.0007469428
lag_3d_Chau Doc_Rainfall,0.0007379549
lag_9d_Dai Ngai_Rainfall,0.00073306245
lag_9d_Dai Ngai_Water Level,0.0007304781
lag_72d_Chau Doc_Water Level,0.00071893155
lag_58d_Dai Ngai_Rainfall,0.00071550935
lag_11d_Dai Ngai_Rainfall,0.0007140835
lag_11d_Chau Doc_Rainfall,0.0007132004
lag_45d_Chau Doc_Rainfall,0.00070402684
lag_29d_Dai Ngai_Rainfall,0.00070203096
lag_60d_Dai Ngai_Rainfall,0.00069812004
lag_68d_Can Tho_Rainfall,0.00069784286
lag_58d_Chau Doc_Rainfall,0.00068494264
lag_22d_Can Tho_Rainfall,0.0006786235
lag_1d_Can Tho_Rainfall,0.0006772546
lag_44d_Dai Ngai_Water Level,0.0006764727
lag_40d_Can Tho_Rainfall,0.00066512864
lag_12d_Chau Doc_Water Level,0.00063982874
lag_9d_Chau Doc_Rainfall,0.00063948304
lag_30d_Chau Doc_Rainfall,0.00063929724
lag_16d_Chau Doc_Water Level,0.00063760084
lag_44d_Chau Doc_Rainfall,0.00063273223
lag_6d_Dai Ngai_Rainfall,0.00062306377
lag_17d_Dai Ngai_Water Level,0.00061401137
lag_79d_Dai Ngai_Rainfall,0.00058906194
lag_80d_Can Tho_Rainfall,0.0005864958
lag_88d_Dai Ngai_Rainfall,0.0005570517
lag_45d_Chau Doc_Water Level,0.00054768036
lag_84d_Can Tho_Rainfall,0.00053709693
lag_31d_Chau Doc_Water Level,0.00052877935
lag_21d_Can Tho_Rainfall,0.0005280949
lag_18d_Can Tho_Water Level,0.00051886524
lag_59d_Can Tho_Rainfall,0.0004914898
lag_36d_Dai Ngai_Rainfall,0.0004902389
lag_11d_Chau Doc_Water Level,0.00048930064
lag_10d_Dai Ngai_Rainfall,0.00048498146
lag_62d_Chau Doc_Water Level,0.00048073902
lag_36d_Can Tho_Rainfall,0.00047882125
lag_46d_Chau Doc_Water Level,0.00046612803
lag_63d_Dai Ngai_Rainfall,0.00046591734
lag_63d_Chau Doc_Rainfall,0.00046585474
lag_60d_Can Tho_Rainfall,0.0004646311
lag_69d_Chau Doc_Rainfall,0.000457888
lag_7d_Dai Ngai_Rainfall,0.00045622617
lag_79d_Can Tho_Rainfall,0.0004357562
lag_17d_Chau Doc_Rainfall,0.00042247714
lag_19d_Can Tho_Rainfall,0.0004150246
lag_45d_Can Tho_Rainfall,0.0003947621
lag_37d_Can Tho_Rainfall,0.00038866006
lag_40d_Chau Doc_Water Level,0.0003858149
lag_26d_Dai Ngai_Rainfall,0.00038228362
lag_35d_Can Tho_Rainfall,0.00037946578
lag_16d_Dai Ngai_Rainfall,0.00036982214
lag_75d_Can Tho_Rainfall,0.00036599967
lag_2d_Can Tho_Rainfall,0.0003528667
lag_37d_Dai Ngai_Rainfall,0.00034826505
lag_87d_Dai Ngai_Rainfall,0.0003332659
lag_77d_Chau Doc_Rainfall,0.00031315422
lag_62d_Chau Doc_Rainfall,0.00031138465
lag_89d_Dai Ngai_Rainfall,0.00030049102
lag_66d_Dai Ngai_Rainfall,0.00028284153
lag_65d_Can Tho_Rainfall,0.00027864333
lag_85d_Dai Ngai_Rainfall,0.00027554846
lag_85d_Can Tho_Rainfall,0.00027169657
lag_50d_Chau Doc_Rainfall,0.00026912562
lag_34d_Chau Doc_Rainfall,0.00026679868
lag_20d_Dai Ngai_Rainfall,0.00026513953
lag_68d_Dai Ngai_Rainfall,0.00025950355
lag_76d_Dai Ngai_Rainfall,0.00025868317
lag_61d_Can Tho_Rainfall,0.00025810927
lag_1d_Dai Ngai_Rainfall,0.00025774655
lag_23d_Dai Ngai_Rainfall,0.00024999003
lag_74d_Dai Ngai_Rainfall,0.0002457343
lag_39d_Dai Ngai_Rainfall,0.00023554431
lag_34d_Dai Ngai_Rainfall,0.00023039307
lag_47d_Dai Ngai_Rainfall,0.00022813886
lag_42d_Chau Doc_Rainfall,0.00022334656
lag_76d_Can Tho_Rainfall,0.0002177149
lag_55d_Can Tho_Rainfall,0.00021754015
lag_78d_Chau Doc_Rainfall,0.0002131676
lag_13d_Dai Ngai_Rainfall,0.00021248181
lag_49d_Can Tho_Rainfall,0.00019462737
lag_57d_Dai Ngai_Rainfall,0.00019411593
lag_19d_Chau Doc_Rainfall,0.00018673489
lag_25d_Dai Ngai_Rainfall,0.00017921098
lag_71d_Dai Ngai_Rainfall,0.00017806796
lag_49d_Dai Ngai_Rainfall,0.00017506724
lag_82d_Can Tho_Rainfall,0.0001638302
lag_47d_Can Tho_Rainfall,0.00016363057
lag_78d_Can Tho_Rainfall,0.00015811698
lag_51d_Can Tho_Rainfall,0.00015445409
lag_83d_Can Tho_Rainfall,0.0001543935
lag_52d_Can Tho_Rainfall,0.00014907321
lag_35d_Dai Ngai_Rainfall,0.00014842156
lag_82d_Chau Doc_Rainfall,0.00014678293
lag_39d_Can Tho_Rainfall,0.00013635441
lag_8d_Chau Doc_Rainfall,0.00013446038
lag_38d_Chau Doc_Rainfall,0.00012837705
lag_61d_Dai Ngai_Rainfall,0.00012644465
lag_2d_Chau Doc_Rainfall,0.00010725818
lag_3d_Can Tho_Rainfall,9.776533e-05
lag_27d_Can Tho_Rainfall,9.0257905e-05
lag_21d_Chau Doc_Rainfall,6.37773e-05
lag_53d_Chau Doc_Rainfall,5.4268094e-05
lag_81d_Dai Ngai_Rainfall,5.0626404e-05
lag_20d_Chau Doc_Rainfall,4.5568217e-05
lag_80d_Dai Ngai_Rainfall,1.2154944e-05
lag_1d_Chau Doc_Rainfall,2.4752212e-06
lag_53d_Dai Ngai_Rainfall,0.0
lag_56d_Chau Doc_Rainfall,0.0
lag_86d_Can Tho_Rainfall,0.0
lag_87d_Chau Doc_Rainfall,0.0
lag_54d_Dai Ngai_Rainfall,0.0
lag_24d_Can Tho_Rainfall,0.0
lag_23d_Can Tho_Rainfall,0.0
lag_53d_Can Tho_Rainfall,0.0
lag_59d_Chau Doc_Rainfall,0.0
lag_14d_Chau Doc_Rainfall,0.0
lag_13d_Chau Doc_Rainfall,0.0
lag_28d_Can Tho_Rainfall,0.0
lag_28d_Dai Ngai_Rainfall,0.0
lag_42d_Can Tho_Rainfall,0.0
lag_70d_Dai Ngai_Rainfall,0.0
lag_70d_Can Tho_Rainfall,0.0
lag_72d_Can Tho_Rainfall,0.0
lag_69d_Dai Ngai_Rainfall,0.0
lag_68d_Chau Doc_Rainfall,0.0
lag_51d_Chau Doc_Rainfall,0.0
lag_50d_Dai Ngai_Rainfall,0.0
lag_64d_Chau Doc_Rainfall,0.0
lag_67d_Can Tho_Rainfall,0.0
lag_46d_Chau Doc_Rainfall,0.0
lag_48d_Chau Doc_Rainfall,0.0
lag_22d_Dai Ngai_Rainfall,0.0
lag_41d_Can Tho_Rainfall,0.0
lag_17d_Dai Ngai_Rainfall,0.0
lag_18d_Chau Doc_Rainfall,0.0
lag_77d_Dai Ngai_Rainfall,0.0
lag_38d_Can Tho_Rainfall,0.0
lag_72d_Dai Ngai_Rainfall,0.0
lag_18d_Can Tho_Rainfall,0.0
lag_78d_Dai Ngai_Rainfall,0.0
lag_34d_Can Tho_Rainfall,0.0
lag_79d_Chau Doc_Rainfall,0.0
lag_30d_Dai Ngai_Rainfall,0.0
lag_82d_Dai Ngai_Rainfall,0.0
lag_89d_Can Tho_Rainfall,0.0
lag_16d_Chau Doc_Rainfall,0.0
lag_90d_Dai Ngai_Rainfall,0.0
