param_combination,rank,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,overfit_score,learning_rate,max_depth,n_estimators,subsample
learning_rate=0.01_max_depth=7_n_estimators=500_subsample=0.8,22,-0.0798945140161569,0.03944628858617904,-0.007465035585585422,0.0025818554832738815,144.36202923456827,15.336191331769715,0.17448910077412924,0.044454236426918176,0.07242947843057147,0.01,7,500,0.8
learning_rate=0.01_max_depth=7_n_estimators=300_subsample=0.8,23,-0.08011239271886683,0.03311289926404978,-0.01713752722839348,0.0031646184052839133,98.08021640777588,11.092236233271642,0.11506414413452148,0.027445730372808574,0.06297486549047335,0.01,7,300,0.8
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=1.0,24,-0.08014339874358221,0.02148902657441247,-0.0014399454441101276,0.0012555053541054772,17.813434839248657,3.923099501674773,0.0788126786549886,0.009197925716905706,0.07870345329947209,0.3,3,500,1.0
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=0.8,25,-0.08046739194205492,0.01866559741755279,-0.06237040888289435,0.008761811790049064,12.171783447265625,2.1758351601468338,0.06290745735168457,0.007783705216896955,0.01809698305916057,0.01,3,300,0.8
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=1.0,26,-0.08119033782961961,0.03162006891264955,-8.422206463561569e-06,9.74949368778419e-06,44.161289056142174,12.127854003232875,0.14564911524454752,0.05445477251145971,0.08118191562315605,0.3,5,500,1.0
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=1.0,27,-0.08121506896170255,0.03158980419577355,-0.00012181072867786059,0.00012470528837942894,28.057875871658325,1.979602477729694,0.0820147196451823,0.016688681337056657,0.0810932582330247,0.3,5,300,1.0
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=1.0,28,-0.08123353946916402,0.031231438770980863,-0.0029061633844097794,0.001988153882975009,9.646269162495932,1.3521578114151114,0.10401487350463867,0.04098814012915888,0.07832737608475424,0.3,5,100,1.0
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=1.0,29,-0.08182978885533942,0.01904901359460426,-0.06224843913869893,0.008973429059781666,12.022133111953735,2.028785500723215,0.05957651138305664,0.0020799214420608755,0.019581349716640495,0.01,3,300,1.0
learning_rate=0.01_max_depth=3_n_estimators=500_subsample=0.5,30,-0.08190479839155422,0.02707248368537461,-0.049193498523715094,0.007384707225300026,26.069215615590412,8.88371797082877,0.0799425443013509,0.023840510025335375,0.032711299867839126,0.01,3,500,0.5
learning_rate=0.1_max_depth=3_n_estimators=500_subsample=0.8,31,-0.08314746673780132,0.033893904613643555,-0.008027085975642266,0.00495737504042977,18.214391152064007,1.0914767248178208,0.0754252274831136,0.022079700442235534,0.07512038076215906,0.1,3,500,0.8
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=0.5,32,-0.08353154637114968,0.021458430081554843,-0.06325748684840557,0.005750474507576401,17.595651865005493,2.604764335975396,0.09886932373046875,0.029580007947501884,0.02027405952274411,0.01,3,300,0.5
learning_rate=0.1_max_depth=3_n_estimators=300_subsample=0.8,33,-0.08391655242524497,0.03317002487387363,-0.014652498179345807,0.0069491426388262195,10.449914375940958,2.0596589297371644,0.06328892707824707,0.004349693833454251,0.06926405424589917,0.1,3,300,0.8
learning_rate=0.1_max_depth=7_n_estimators=500_subsample=0.8,34,-0.08455405185588515,0.040835766507173604,-1.5512222849275305e-05,1.8185933451990443e-05,124.3697551091512,33.628321761907934,0.16208728154500326,0.03942745717733165,0.08453853963303587,0.1,7,500,0.8
learning_rate=0.1_max_depth=7_n_estimators=300_subsample=0.8,35,-0.08463628936003155,0.04073373142331319,-0.00016864558797625583,0.0001671576715488217,68.13211433092754,9.878571930402673,0.10679960250854492,0.017727908849355267,0.08446764377205529,0.1,7,300,0.8
learning_rate=0.1_max_depth=3_n_estimators=100_subsample=0.8,36,-0.08492263413661927,0.03174047425856758,-0.035029940042827425,0.009452395958796468,4.2243547439575195,0.688844215472974,0.05479280153910319,0.006058953957050649,0.049892694093791844,0.1,3,100,0.8
learning_rate=0.1_max_depth=3_n_estimators=500_subsample=0.5,37,-0.08519053952509699,0.03950240427702539,-0.008837165456769026,0.004951038120712975,20.791627009709675,4.928015643064936,0.11554757754007976,0.03751848641899818,0.07635337406832796,0.1,3,500,0.5
learning_rate=0.1_max_depth=5_n_estimators=500_subsample=0.5,38,-0.08530147761454447,0.044904443065386615,-0.0008371285190756904,0.0007148687848406437,45.258496363957725,5.587079433574539,0.11228330930074056,0.024433819496353298,0.08446434909546878,0.1,5,500,0.5
learning_rate=0.1_max_depth=7_n_estimators=100_subsample=0.8,39,-0.0855430017934969,0.0402862203589202,-0.0028713415509604447,0.0015531355981642065,27.530107339223225,3.8649111128215017,0.06431833902994792,0.0035903059327843587,0.08267166024253646,0.1,7,100,0.8
learning_rate=0.1_max_depth=5_n_estimators=300_subsample=0.5,40,-0.08563350864888597,0.0446422199129076,-0.002943292732382348,0.0018809983731677695,26.59891923268636,3.6179179360717906,0.06894572575887044,0.0036725337192800855,0.08269021591650362,0.1,5,300,0.5
learning_rate=0.1_max_depth=3_n_estimators=300_subsample=0.5,41,-0.08630394724133428,0.037765858534349515,-0.016089987323514576,0.00690022481839814,12.11967126528422,3.334791708297762,0.06966551144917806,0.008350545529484535,0.0702139599178197,0.1,3,300,0.5
learning_rate=0.1_max_depth=5_n_estimators=100_subsample=0.5,42,-0.08789114287275844,0.04319966940955052,-0.01602012387506566,0.004322204171540835,10.937319119771322,1.3172002580066842,0.10336589813232422,0.04909792140341461,0.07187101899769278,0.1,5,100,0.5
learning_rate=0.3_max_depth=7_n_estimators=300_subsample=1.0,43,-0.08825413663192035,0.03781556390059317,-9.565441413456979e-07,9.439909659728481e-07,56.12516991297404,19.418660136829203,0.1013329029083252,0.018894680409274323,0.088253180087779,0.3,7,300,1.0
learning_rate=0.3_max_depth=7_n_estimators=500_subsample=1.0,44,-0.08825524969952447,0.03781426413309868,-3.270793655598454e-07,6.136430396483222e-08,39.94187982877096,9.020438442738815,0.037412007649739586,0.010216650181656857,0.08825492262015891,0.3,7,500,1.0
learning_rate=0.3_max_depth=7_n_estimators=100_subsample=1.0,45,-0.08825664720826609,0.03783437286952674,-0.00022152070867959036,0.0002031814143265721,22.31247289975484,2.8551233031670105,0.07478245099385579,0.012112041559382116,0.0880351264995865,0.3,7,100,1.0
learning_rate=0.1_max_depth=3_n_estimators=100_subsample=0.5,46,-0.08928428230268604,0.036705209343517856,-0.03816701030357005,0.00790011581186132,3.4874509970347085,1.10382619116284,0.10277994473775227,0.0695218013059746,0.05111727199911598,0.1,3,100,0.5
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=0.8,47,-0.09112059127486243,0.03151300389993334,-0.002991087893731719,0.0022255220053787636,11.17030111948649,3.8377707998848107,0.07169024149576823,0.014649318719802164,0.08812950338113071,0.3,5,100,0.8
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=0.8,48,-0.09124198810208985,0.031672686599444964,-7.315725482179356e-06,9.313112066087955e-06,46.680761098861694,9.059176295625997,0.08388805389404297,0.005068575943073476,0.09123467237660766,0.3,5,500,0.8
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=0.8,49,-0.09127384050891625,0.031641346414194985,-0.0001157100188513442,0.00012804449781840204,30.928439776102703,4.877358006329648,0.06842986742655437,0.002513532249630904,0.09115813049006491,0.3,5,300,0.8
learning_rate=0.1_max_depth=7_n_estimators=500_subsample=1.0,50,-0.09205752593400614,0.05579468524789731,-2.7958544074414447e-05,2.9620648084929863e-05,97.36730241775513,20.23495044047355,0.11816294987996419,0.0019930599214655516,0.09202956738993172,0.1,7,500,1.0
learning_rate=0.1_max_depth=7_n_estimators=300_subsample=1.0,51,-0.09212161176307265,0.05573267416000357,-0.00021018631914471945,0.00017571879722549038,65.45181433359782,11.7403454979671,0.09865752855936687,0.02402845505254185,0.09191142544392793,0.1,7,300,1.0
learning_rate=0.1_max_depth=7_n_estimators=100_subsample=1.0,52,-0.09287012172179539,0.054987612908776656,-0.0024785358700115372,0.001451254440741174,25.619808197021484,4.152727952575898,0.06510225931803386,0.004830955662682513,0.09039158585178385,0.1,7,100,1.0
learning_rate=0.1_max_depth=7_n_estimators=100_subsample=0.5,53,-0.09395564354496795,0.04942146950940273,-0.007161800273388391,0.0025013087023610095,20.200676282246906,1.9477349905444357,0.11380259195963542,0.04238446024186059,0.08679384327157956,0.1,7,100,0.5
learning_rate=0.1_max_depth=7_n_estimators=500_subsample=0.5,54,-0.09458932122092152,0.052606796942232234,-4.263764538414967e-05,4.3409834995631825e-05,102.71288577715556,19.24410219071998,0.11417325337727864,0.0011252328004871068,0.09454668357553737,0.1,7,500,0.5
learning_rate=0.1_max_depth=7_n_estimators=300_subsample=0.5,55,-0.09461706937559344,0.0525971850708635,-0.0004518946932898376,0.0003744593166452321,70.96465539932251,18.633658333649013,0.14375456174214682,0.016997957495576817,0.0941651746823036,0.1,7,300,0.5
learning_rate=0.01_max_depth=7_n_estimators=500_subsample=1.0,56,-0.09538667462877683,0.0590161699758526,-0.005910615830677766,0.0024175336374788873,152.73231236139932,24.883519829971046,0.1724859873453776,0.06780911916591527,0.08947605879809906,0.01,7,500,1.0
learning_rate=0.3_max_depth=3_n_estimators=100_subsample=0.8,57,-0.09598703097973445,0.037058750908578644,-0.016550840383874815,0.007047610268401955,4.681336085001628,0.36225589855189844,0.10448479652404785,0.04958694946351861,0.07943619059585963,0.3,3,100,0.8
learning_rate=0.01_max_depth=7_n_estimators=300_subsample=1.0,58,-0.09630520618273324,0.05281622965222574,-0.014261986114581937,0.003296430137217277,110.4494043191274,25.86030900630957,0.15941381454467773,0.07361636133091784,0.0820432200681513,0.01,7,300,1.0
learning_rate=0.3_max_depth=3_n_estimators=300_subsample=0.8,59,-0.09630763635485472,0.036905171029371034,-0.003957001394763388,0.0028648391867994866,11.298916339874268,0.3583593877541185,0.07322931289672852,0.015455271578680882,0.09235063496009133,0.3,3,300,0.8
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=0.8,60,-0.09645339820538094,0.03712591941832357,-0.0013661714004942524,0.0012091087932229415,22.89947787920634,6.472269544380676,0.08943557739257812,0.015463218625209557,0.0950872268048867,0.3,3,500,0.8
learning_rate=0.3_max_depth=7_n_estimators=500_subsample=0.8,61,-0.09956970028297096,0.04723667271457149,-1.2340699449288068e-07,7.575241571920424e-09,56.2445715268453,16.360781044212363,0.06980148951212566,0.01284537120098076,0.09956957687597646,0.3,7,500,0.8
learning_rate=0.3_max_depth=7_n_estimators=300_subsample=0.8,62,-0.09957155607341557,0.04723860956531879,-6.11562197081127e-07,6.694056429813635e-07,56.7397673924764,18.13121080539539,0.09280959765116374,0.004196137823439375,0.09957094451121849,0.3,7,300,0.8
learning_rate=0.3_max_depth=7_n_estimators=100_subsample=0.8,63,-0.09961257231759942,0.04726358756780446,-0.00032799690573189784,0.00028654311075733033,24.947490135828655,6.860785301095473,0.08119710286458333,0.016762755205566617,0.09928457541186751,0.3,7,100,0.8
learning_rate=0.3_max_depth=3_n_estimators=100_subsample=0.5,64,-0.10945110577453576,0.0533597499933878,-0.019635708464927158,0.007260514457906682,3.8171642621358237,1.1430825242922298,0.10229969024658203,0.05739765793550955,0.08981539730960861,0.3,3,100,0.5
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=0.5,65,-0.10999262419873164,0.0596583601859641,-0.005039015092080246,0.0026882350730260103,8.980273803075155,1.3240663205757799,0.056059678395589195,0.0018476605789609943,0.1049536091066514,0.3,5,100,0.5
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=0.5,66,-0.11095586790041208,0.05932312847888622,-0.00026131213146949163,0.00025657889403841994,27.83961494763692,3.7273466593347764,0.07845330238342285,0.00359079257768463,0.11069455576894259,0.3,5,300,0.5
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=0.5,67,-0.11110275126077572,0.059137099807787634,-2.1028273728046766e-05,2.5141549361405523e-05,48.56385159492493,10.964837712893269,0.10604715347290039,0.02491760608261252,0.11108172298704767,0.3,5,500,0.5
learning_rate=0.3_max_depth=3_n_estimators=300_subsample=0.5,68,-0.11124448859622232,0.05397405017151146,-0.0054223000853095595,0.003739543367755551,10.702401955922445,1.6009266788711383,0.10166239738464355,0.057594564964012614,0.10582218851091277,0.3,3,300,0.5
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=0.5,69,-0.11182987954923233,0.05418953806982572,-0.0020394961364927065,0.0017488486179129319,17.89717984199524,2.853280603110211,0.06763370831807454,0.001980974434233919,0.10979038341273963,0.3,3,500,0.5
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=0.8,70,-0.11805853914461846,0.016176085938101815,-0.08793316362356889,0.0008609969188839952,36.37904556592306,3.047641025124148,0.11339068412780762,0.04904632273378835,0.030125375521049574,0.01,7,100,0.8
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=0.5,71,-0.11836948058495718,0.01604332877534788,-0.09686075305797885,0.003183232974870003,32.158093293507896,2.126421061793307,0.16489052772521973,0.058308785121341924,0.021508727526978327,0.01,7,100,0.5
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=0.8,72,-0.12172809233170591,0.012841322856590233,-0.10401433099511533,0.0011834469207645743,13.061126947402954,0.9420445421526825,0.0690142313639323,0.016014054413209376,0.017713761336590583,0.01,5,100,0.8
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=0.5,73,-0.12199914947581732,0.013700055387180884,-0.10930223319641912,0.0012352387930266132,10.81070073445638,1.8720672857724674,0.05200767517089844,0.0014076892072557895,0.012696916279398202,0.01,5,100,0.5
learning_rate=0.3_max_depth=7_n_estimators=100_subsample=0.5,74,-0.12285616509334389,0.07075145441863079,-0.0011749479269386146,0.0008413924278693676,19.764472881952923,3.9063555184052468,0.07098960876464844,0.002686192225170215,0.12168121716640527,0.3,7,100,0.5
learning_rate=0.3_max_depth=7_n_estimators=300_subsample=0.5,75,-0.12315782940454219,0.07029944854775651,-4.501369469704802e-06,5.08606319249839e-06,63.97545027732849,19.765981799465298,0.1328918139139811,0.06499091318653567,0.12315332803507248,0.3,7,300,0.5
learning_rate=0.3_max_depth=7_n_estimators=500_subsample=0.5,76,-0.12316554121524403,0.07029698982720878,-9.984919861100065e-08,1.6624915598964143e-08,76.43091718355815,16.74822676185037,0.07628552118937175,0.03752294867940199,0.12316544136604542,0.3,7,500,0.5
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=1.0,77,-0.12444658485475453,0.01453801995998062,-0.1015980090492589,0.002016513397871266,12.334349234898886,1.9018292445073421,0.058493852615356445,0.005833091412415321,0.022848575805495625,0.01,5,100,1.0
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=1.0,78,-0.1251432795159433,0.023436394201181834,-0.0842302090625765,0.00014604843009035338,40.349826653798424,3.105755537481838,0.08243894577026367,0.01843053186399551,0.04091307045336681,0.01,7,100,1.0
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=0.8,79,-0.1290681908613959,0.008479155133118704,-0.1316855099482553,0.0002701286680479999,7.768276214599609,3.410059202383718,0.07457264264424641,0.014173684819276043,-0.0026173190868594154,0.01,3,100,0.8
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=0.5,80,-0.13038056432227074,0.0096659559552464,-0.1320001679918286,0.0010444893996242241,5.77156662940979,0.9178815438472078,0.06492042541503906,0.004943860928537024,-0.0016196036695578508,0.01,3,100,0.5
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=1.0,81,-0.1304842636146993,0.008312499831127687,-0.13121826741091153,0.0009721008694750542,7.086416641871135,0.8095868737320908,0.06540544827779134,0.003983125606360973,-0.0007340037962122181,0.01,3,100,1.0
