param_combination,rank,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,overfit_score,learning_rate,max_depth,n_estimators,subsample
learning_rate=0.1_max_depth=3_n_estimators=300_subsample=0.8,17,-0.03069420298129544,0.01784721327342029,-0.005492897315394516,0.0015028167690046492,3.3901479244232178,0.4204279390093377,0.02997136116027832,0.005112979236503727,0.025201305665900925,0.1,3,300,0.8
learning_rate=0.01_max_depth=5_n_estimators=300_subsample=0.5,18,-0.03089212936256197,0.010953558811361683,-0.01907331094582834,0.0009574148457371102,9.56545360883077,1.3217180224682976,0.038241306940714516,0.003382757692234232,0.011818818416733632,0.01,5,300,0.5
learning_rate=0.01_max_depth=5_n_estimators=300_subsample=1.0,19,-0.031309700850770554,0.015468978370333357,-0.012690514859169338,0.001989339902595784,10.746955076853434,0.9939822266441218,0.03449169794718424,0.0010954689750198425,0.018619185991601214,0.01,5,300,1.0
learning_rate=0.1_max_depth=3_n_estimators=100_subsample=0.8,20,-0.031560251201892715,0.01640401637369069,-0.01332018457319814,0.0021733909851178058,1.3263732592264812,0.2495049333019545,0.024160146713256836,0.004604687588860761,0.018240066628694575,0.1,3,100,0.8
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=1.0,21,-0.03197472929706347,0.018060179666024325,-0.0013041885185539938,0.0007579760138068437,3.421156883239746,0.4737568370972636,0.06714296340942383,0.05223234758574144,0.03067054077850948,0.3,5,100,1.0
learning_rate=0.1_max_depth=3_n_estimators=500_subsample=1.0,22,-0.03203186646539587,0.02199807378963898,-0.003408246075481609,0.001197454456339598,5.772406578063965,0.8276732548153201,0.036896467208862305,0.0024276595981431964,0.028623620389914256,0.1,3,500,1.0
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=1.0,23,-0.03212256591750614,0.017991409279008524,-9.417217381157652e-05,8.778905434788825e-05,9.458239237467447,0.49971134470105083,0.04511308670043945,0.010748809094132398,0.03202839374369456,0.3,5,300,1.0
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=1.0,24,-0.03215078097841026,0.017976629649167318,-1.0062768840267707e-05,1.0891403555703133e-05,13.197705586751303,2.557920530501977,0.05815847714742025,0.0039019950422146017,0.03214071820956999,0.3,5,500,1.0
learning_rate=0.01_max_depth=3_n_estimators=500_subsample=0.8,25,-0.03217547314228535,0.014608396234113547,-0.022618142910960957,0.003190116375023459,6.214761416117351,1.2600411796856643,0.034161885579427086,0.0036287381329032256,0.009557330231324396,0.01,3,500,0.8
learning_rate=0.01_max_depth=3_n_estimators=500_subsample=0.5,26,-0.03223469567660702,0.01365266124257241,-0.023656522303913078,0.0019866210748850015,7.123573462168376,1.8639905120982299,0.037942091623942055,0.007584124387717267,0.008578173372693943,0.01,3,500,0.5
learning_rate=0.1_max_depth=3_n_estimators=300_subsample=1.0,27,-0.03243811916050137,0.02201555416806169,-0.005450556443919602,0.0014586632058265557,3.4418153762817383,0.5555806246540629,0.032804012298583984,0.0058624410527481725,0.02698756271658177,0.1,3,300,1.0
learning_rate=0.1_max_depth=3_n_estimators=100_subsample=1.0,28,-0.03319195857206328,0.02031669408096279,-0.01294967809275376,0.0022184899349720157,1.3692110379536946,0.22631556815400333,0.023732741673787434,0.001649765197861329,0.020242280479309517,0.1,3,100,1.0
learning_rate=0.01_max_depth=3_n_estimators=500_subsample=1.0,29,-0.03360154493951684,0.01699743799724934,-0.023003675048784245,0.0029232395526300227,6.441529115041097,0.4499542195811814,0.03655838966369629,0.004747227931082001,0.010597869890732598,0.01,3,500,1.0
learning_rate=0.1_max_depth=5_n_estimators=500_subsample=0.8,30,-0.03362103061935816,0.022360766660707434,-0.00035560294987109514,0.00027277785322199765,17.433833837509155,2.5932622898122744,0.06921688715616862,0.01722871021624695,0.03326542766948706,0.1,5,500,0.8
learning_rate=0.1_max_depth=5_n_estimators=300_subsample=0.8,31,-0.03379362435463649,0.02229551310872079,-0.001055898767010055,0.000607647404875652,8.524110635121664,1.1450638229761783,0.040505568186442055,0.0021688319509901893,0.032737725587626436,0.1,5,300,0.8
learning_rate=0.01_max_depth=5_n_estimators=500_subsample=0.8,32,-0.03382412474406674,0.020893494105492162,-0.007345341933253879,0.0016745211194745403,18.667524417241413,3.046104946450024,0.058080832163492836,0.009014160063839061,0.026478782810812864,0.01,5,500,0.8
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=0.5,33,-0.03402226329838848,0.010861710102044963,-0.03511928762851734,0.0017836146006967113,5.335473457972209,0.2515056050160057,0.03726665178934733,0.008722439435149236,-0.0010970243301288637,0.01,3,300,0.5
learning_rate=0.01_max_depth=5_n_estimators=300_subsample=0.8,34,-0.03402531686077326,0.017995984462043688,-0.013824716292923131,0.001299472480325527,12.313153743743896,1.022244508629414,0.05683294932047526,0.022528896850434854,0.020200600567850127,0.01,5,300,0.8
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=0.8,35,-0.034039666971716134,0.012203238659944307,-0.03558002297458995,0.0031002013346331683,4.235449870427449,0.3741855317704699,0.03464531898498535,0.009818156156596699,-0.001540356002873819,0.01,3,300,0.8
learning_rate=0.1_max_depth=3_n_estimators=100_subsample=0.5,36,-0.03425252448033079,0.013974815269225142,-0.015122002509529922,0.0019994768590805494,0.9854956467946371,0.5647574207937736,0.02426004409790039,0.0008292170989416258,0.019130521970800868,0.1,3,100,0.5
learning_rate=0.1_max_depth=5_n_estimators=100_subsample=0.8,37,-0.03426060915198907,0.02160481765521219,-0.004084188517983588,0.0011911752156937836,3.526035944620768,0.4834431178946375,0.02736639976501465,0.0018916138780484646,0.030176420634005482,0.1,5,100,0.8
learning_rate=0.3_max_depth=7_n_estimators=100_subsample=0.8,38,-0.03427635188266718,0.017335979909958672,-0.00018735052425691934,0.0001514243777188319,8.167440255482992,0.8264438287264715,0.04857373237609863,0.017895596589725414,0.03408900135841026,0.3,7,100,0.8
learning_rate=0.3_max_depth=7_n_estimators=300_subsample=0.8,39,-0.03430008418075914,0.01733495373121304,-6.40809019967956e-07,6.483155841326055e-07,19.12917947769165,5.499015724073712,0.046046813329060875,0.003987389609409798,0.03429944337173917,0.3,7,300,0.8
learning_rate=0.3_max_depth=7_n_estimators=500_subsample=0.8,40,-0.034300753599490634,0.017334574809588308,-1.6433696999319414e-07,1.5189300494775775e-08,17.72839093208313,4.8538696861279345,0.07072965304056804,0.06378691447685214,0.034300589262520643,0.3,7,500,0.8
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=0.8,41,-0.034466470735180006,0.019807836693212972,-7.41376058087147e-06,8.705594736632638e-06,14.553140878677368,3.493252655073933,0.05620765686035156,0.01397889415918088,0.03445905697459913,0.3,5,500,0.8
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=0.8,42,-0.034480334987035295,0.019779133677390693,-0.0013854879776326833,0.0007836939399970314,3.4245888392130532,0.47878005896022974,0.0659029483795166,0.04682219494806068,0.033094847009402614,0.3,5,100,0.8
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=0.8,43,-0.03449244762600618,0.019784876243572436,-8.112161599742646e-05,7.980486273795333e-05,10.33270788192749,0.9795678264764806,0.042332092920939125,0.00940575080292978,0.03441132601000876,0.3,5,300,0.8
learning_rate=0.1_max_depth=7_n_estimators=100_subsample=0.5,44,-0.034493842890633127,0.014318774046119151,-0.0034239489050823424,0.0003304698682730041,6.2338995933532715,1.0615053160051853,0.028963406880696613,0.0013671341044232087,0.031069893985550785,0.1,7,100,0.5
learning_rate=0.1_max_depth=3_n_estimators=500_subsample=0.5,45,-0.034514588161981746,0.01573290976748628,-0.0039018497910658424,0.0014836261513590905,5.707992871602376,0.4373264304773083,0.037950992584228516,0.0020149712125447617,0.030612738370915903,0.1,3,500,0.5
learning_rate=0.1_max_depth=3_n_estimators=300_subsample=0.5,46,-0.0345605342780033,0.015489991649014505,-0.0064434564766318704,0.0016584433138955095,3.371701637903849,0.479621850206226,0.03024005889892578,0.0011484490554787622,0.02811707780137143,0.1,3,300,0.5
learning_rate=0.1_max_depth=7_n_estimators=500_subsample=0.5,47,-0.034847375966563565,0.015205973137099182,-4.1125763390478825e-05,3.829395186813478e-05,36.410778760910034,5.821426048098374,0.11322228113810222,0.02510575167951901,0.034806250203173086,0.1,7,500,0.5
learning_rate=0.1_max_depth=7_n_estimators=300_subsample=0.5,48,-0.03487328875711968,0.015242157289718781,-0.00033495154932003043,0.0002042518822766957,19.93528175354004,4.094112919853312,0.05402620633443197,0.002401912073923009,0.034538337207799655,0.1,7,300,0.5
learning_rate=0.3_max_depth=3_n_estimators=300_subsample=1.0,49,-0.03505058063096483,0.016485849610419396,-0.00181979973298338,0.000976650771650609,3.8728269735972085,0.5559816987926504,0.034703572591145836,0.006163051988324688,0.03323078089798145,0.3,3,300,1.0
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=1.0,50,-0.03508674209395246,0.016464783491782802,-0.0007599769265425405,0.0005478225686627473,5.920688072840373,1.205076358258811,0.03292266527811686,0.0009091709251993086,0.03432676516740992,0.3,3,500,1.0
learning_rate=0.1_max_depth=5_n_estimators=300_subsample=0.5,51,-0.035098146507316,0.016026224519609146,-0.0015739349562223653,0.0007199675901742095,8.853047291437784,1.6484813163292567,0.04344693819681803,0.00788812357193619,0.033524211551093634,0.1,5,300,0.5
learning_rate=0.1_max_depth=5_n_estimators=500_subsample=0.5,52,-0.035116584128852296,0.01588328624893917,-0.0005293210814604382,0.0003404775884706852,15.260831117630005,2.003078680613207,0.056108713150024414,0.005825465250398286,0.03458726304739186,0.1,5,500,0.5
learning_rate=0.1_max_depth=5_n_estimators=100_subsample=0.5,53,-0.035254740986101846,0.014640000590966701,-0.006135291768638901,0.0007767010608587731,3.1603596210479736,0.5283417884676251,0.031124035517374676,0.006409705853583633,0.029119449217462946,0.1,5,100,0.5
learning_rate=0.01_max_depth=7_n_estimators=300_subsample=0.8,54,-0.035254821679878194,0.02102865440172504,-0.008007468434507304,5.638197729413743e-05,33.299495458602905,2.874749690719839,0.06695898373921712,0.0020198228248933863,0.027247353245370892,0.01,7,300,0.8
learning_rate=0.3_max_depth=3_n_estimators=100_subsample=0.8,55,-0.03540227482483307,0.019149514915419108,-0.006441431475045135,0.0015787760429138895,1.4223868052164714,0.17705353727469103,0.029840389887491863,0.0045696963890686166,0.02896084334978793,0.3,3,100,0.8
learning_rate=0.3_max_depth=3_n_estimators=100_subsample=1.0,56,-0.03545079786670916,0.016873816366347213,-0.006003728937489672,0.0014779661261454596,1.3488580385843914,0.17213186987221535,0.02611223856608073,0.0021430504371944287,0.02944706892921949,0.3,3,100,1.0
learning_rate=0.3_max_depth=3_n_estimators=300_subsample=0.8,57,-0.035461388510088655,0.01878345515103436,-0.0019355392491811792,0.0011092219344334072,3.277782996495565,1.015812744096619,0.035666863123575844,0.0021576486616697046,0.03352584926090747,0.3,3,300,0.8
learning_rate=0.01_max_depth=7_n_estimators=500_subsample=0.8,58,-0.03552169091670443,0.022722751134581047,-0.002982666847970865,0.0006405345312488597,48.14964787165324,6.268422394342165,0.10817861557006836,0.026709305565821902,0.03253902406873357,0.01,7,500,0.8
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=0.8,59,-0.03552904649553692,0.01860370947188453,-0.0008086852897675299,0.0006152449800887837,5.844821055730184,0.8103563917267858,0.04037793477376302,0.0054592444963017265,0.034720361205769386,0.3,3,500,0.8
learning_rate=0.01_max_depth=3_n_estimators=300_subsample=1.0,60,-0.03555800384426033,0.014304923293530811,-0.03654767692077036,0.0022728252943358396,3.778803904851278,0.6187113623597016,0.02770225207010905,0.0002860111736078378,-0.000989673076510024,0.01,3,300,1.0
learning_rate=0.1_max_depth=7_n_estimators=500_subsample=0.8,61,-0.03866167324519581,0.025181205719825808,-1.2922409556625102e-05,1.2773697927190216e-05,35.98479700088501,5.943996979799201,0.0867156187693278,0.005072359502088069,0.038648750835639185,0.1,7,500,0.8
learning_rate=0.1_max_depth=7_n_estimators=300_subsample=0.8,62,-0.03867500291987568,0.02518659766904455,-0.00011783996816466857,9.267966464513474e-05,25.05143968264262,4.388225930109032,0.07079044977823894,0.00998660890637456,0.038557162951711015,0.1,7,300,0.8
learning_rate=0.1_max_depth=7_n_estimators=100_subsample=0.8,63,-0.03884696291362922,0.024992514206412613,-0.0013132801088756897,0.0005424637650788231,8.339341163635254,0.9328166384765362,0.03590043385823568,0.004834931404261731,0.037533682804753526,0.1,7,100,0.8
learning_rate=0.3_max_depth=3_n_estimators=100_subsample=0.5,64,-0.0471236877398137,0.024017560494079177,-0.008366837448251173,0.001858152653737664,1.4825305143992107,0.2313093729148756,0.03373082478841146,0.0017751397663161167,0.03875685029156253,0.3,3,100,0.5
learning_rate=0.3_max_depth=3_n_estimators=500_subsample=0.5,65,-0.04713006414908192,0.023695922232026097,-0.0012553590557087286,0.0008390134422299546,5.852320194244385,0.8214611768215864,0.03949141502380371,0.004422832971644399,0.04587470509337319,0.3,3,500,0.5
learning_rate=0.3_max_depth=3_n_estimators=300_subsample=0.5,66,-0.047356036516104476,0.023937609288041905,-0.0027879470918098065,0.0013605957371053518,2.7737903594970703,0.3070027807626893,0.03494524955749512,0.0035024406520111537,0.04456808942429467,0.3,3,300,0.5
learning_rate=0.3_max_depth=5_n_estimators=100_subsample=0.5,67,-0.04742629636251336,0.02258768703481894,-0.002560734012769222,0.0008899051977346786,3.2515929539998374,0.1934868720154663,0.027051687240600586,0.004696596501269842,0.044865562349744134,0.3,5,100,0.5
learning_rate=0.3_max_depth=7_n_estimators=100_subsample=0.5,68,-0.04748915566696587,0.021576734604483574,-0.0006748055019953989,0.00041859548045107634,6.571896870930989,1.461399504824752,0.03933405876159668,0.004382030440361854,0.04681435016497047,0.3,7,100,0.5
learning_rate=0.3_max_depth=7_n_estimators=300_subsample=0.5,69,-0.04767217152209482,0.02152628057649581,-4.4380220575878565e-06,5.002864055299765e-06,21.48905412356059,4.635979450141935,0.04746826489766439,0.004454161398732181,0.04766773350003723,0.3,7,300,0.5
learning_rate=0.3_max_depth=7_n_estimators=500_subsample=0.5,70,-0.047675927118760585,0.02152497851551745,-1.3478028154485334e-07,3.5079539610925507e-08,24.356143633524578,5.908668312125542,0.03838515281677246,0.011170438370972738,0.04767579233847904,0.3,7,500,0.5
learning_rate=0.3_max_depth=5_n_estimators=300_subsample=0.5,71,-0.04785828108809013,0.022189734685357985,-0.00018783783875068788,0.0001605873387899341,9.15847667058309,1.2337094146979235,0.03693437576293945,0.000671158534164503,0.04767044324933944,0.3,5,300,0.5
learning_rate=0.3_max_depth=5_n_estimators=500_subsample=0.5,72,-0.04791679687432717,0.022139503915645564,-2.0968722631411283e-05,2.36248062458961e-05,14.594534158706665,2.1585074690925006,0.062285820643107094,0.014130223584432184,0.04789582815169576,0.3,5,500,0.5
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=1.0,73,-0.0745423705504719,0.009047095739348516,-0.06595397908710778,0.00336396254447027,11.451132456461588,1.3434852631141412,0.032396157582600914,0.00272656732614326,0.008588391463364126,0.01,7,100,1.0
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=0.5,74,-0.07460401449371917,0.00840487587675055,-0.07612529460604285,0.006304852327309974,11.114245653152466,2.8808134203875078,0.0396126906077067,0.003310618053235061,-0.001521280112323678,0.01,7,100,0.5
learning_rate=0.01_max_depth=7_n_estimators=100_subsample=0.8,75,-0.07510884716318535,0.009855393034257169,-0.06936666444259594,0.0045284610086365,11.489827315012613,1.6532663822615483,0.0300141175587972,0.0006729230073640024,0.005742182720589406,0.01,7,100,0.8
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=1.0,76,-0.07627888921127758,0.008012650938834543,-0.0747032452382279,0.0016945986105399741,4.4922557671864825,0.7984990395201241,0.03513948122660319,0.015195595835401629,0.001575643973049684,0.01,5,100,1.0
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=0.5,77,-0.07656400121625283,0.007533587284759412,-0.08111590531092801,0.005342383371908536,4.21604863802592,0.31318321578654923,0.029166142145792644,0.003856260535315093,-0.00455190409467518,0.01,5,100,0.5
learning_rate=0.01_max_depth=5_n_estimators=100_subsample=0.8,78,-0.07707867058289114,0.008718512742388072,-0.07650101365083768,0.0032353495654779602,3.996385415395101,0.5087329653377546,0.025412480036417644,0.0020301180808596528,0.000577656932053458,0.01,5,100,0.8
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=0.8,79,-0.08280188544157015,0.006854752001203786,-0.0994708977151727,0.006499841365674937,2.745882431666056,0.2680792602248821,0.0440519650777181,0.01689776925099746,-0.016669012273602554,0.01,3,100,0.8
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=1.0,80,-0.08295638602309963,0.006856498462272398,-0.09967421440371889,0.006733798947216275,2.97735595703125,0.07878468801771954,0.044931252797444664,0.020114863600752955,-0.016717828380619262,0.01,3,100,1.0
learning_rate=0.01_max_depth=3_n_estimators=100_subsample=0.5,81,-0.08321553946300686,0.007417145601172751,-0.09852248331116971,0.005638939789884472,3.004528522491455,0.11213124416640677,0.0437468687693278,0.01695828058975288,-0.015306943848162849,0.01,3,100,0.5
