loss,mae,val_loss,val_mae
0.9038430452346802,0.7597301602363586,0.8364846110343933,0.7410461902618408
0.8648395538330078,0.7377608418464661,0.8114671111106873,0.723945677280426
0.8194181323051453,0.7151345610618591,0.7458161115646362,0.6962908506393433
0.7401196956634521,0.667800784111023,0.6280934810638428,0.6317967772483826
0.6554486751556396,0.6215382218360901,0.5176530480384827,0.5694414377212524
0.5982450246810913,0.5908092856407166,0.45111939311027527,0.5315548777580261
0.5219223499298096,0.5445719361305237,0.3614051938056946,0.4739847481250763
0.45777732133865356,0.5080321431159973,0.3160020709037781,0.437433123588562
0.4125441908836365,0.47660157084465027,0.2864004969596863,0.4056047797203064
0.38648155331611633,0.4550288915634155,0.24672110378742218,0.37445351481437683
0.3617895543575287,0.438169002532959,0.2240803837776184,0.3555941581726074
0.33613812923431396,0.4158504903316498,0.21871420741081238,0.34756168723106384
0.3159901797771454,0.4015100598335266,0.19194038212299347,0.3210088014602661
0.29999271035194397,0.38499715924263,0.18535666167736053,0.3116186857223511
0.2896680533885956,0.37875163555145264,0.19496764242649078,0.31932634115219116
0.2788892090320587,0.36475545167922974,0.18871058523654938,0.3022845387458801
0.2682088315486908,0.35977229475975037,0.2117445319890976,0.3221847414970398
0.26369160413742065,0.3545292913913727,0.1856006234884262,0.29690486192703247
0.25533148646354675,0.34723183512687683,0.19420385360717773,0.3038277328014374
0.24983355402946472,0.3419184982776642,0.17305278778076172,0.2884974479675293
0.24397316575050354,0.33689165115356445,0.18197327852249146,0.3025110363960266
0.240037202835083,0.33522936701774597,0.17793448269367218,0.2920103669166565
0.2401743233203888,0.3314828872680664,0.17248807847499847,0.27748218178749084
0.23237082362174988,0.32605087757110596,0.17243966460227966,0.2796865701675415
0.22979354858398438,0.32244279980659485,0.17356733977794647,0.27851420640945435
0.21952036023139954,0.3168720304965973,0.17775611579418182,0.2843994200229645
0.21990761160850525,0.31650590896606445,0.17605359852313995,0.27537572383880615
0.21786479651927948,0.31151753664016724,0.1746409684419632,0.27589595317840576
0.22052231431007385,0.31498247385025024,0.18290765583515167,0.28211507201194763
0.21349579095840454,0.3110348582267761,0.18373937904834747,0.28606465458869934
0.21142558753490448,0.3078329563140869,0.1747324913740158,0.2766672670841217
0.21014484763145447,0.30729565024375916,0.17577774822711945,0.27182984352111816
0.21202555298805237,0.3103638291358948,0.1757962554693222,0.2733820378780365
0.20855951309204102,0.3013524115085602,0.18846702575683594,0.29593363404273987
