loss,mae,val_loss,val_mae
0.7120229601860046,0.6679482460021973,0.5607715249061584,0.5835681557655334
0.4108451008796692,0.47793328762054443,0.21259643137454987,0.32205578684806824
0.2413078099489212,0.33816462755203247,0.18276196718215942,0.27051857113838196
0.2108401358127594,0.30730822682380676,0.1869923174381256,0.2773912250995636
0.19227486848831177,0.2917620539665222,0.17775128781795502,0.2526046931743622
0.1812613606452942,0.28044700622558594,0.17542430758476257,0.25254297256469727
0.17984716594219208,0.2739657461643219,0.179701030254364,0.25828659534454346
0.1703178584575653,0.2684716284275055,0.16849376261234283,0.24699853360652924
0.16442474722862244,0.2623717486858368,0.16697117686271667,0.2465081661939621
0.16145701706409454,0.26048874855041504,0.1679908186197281,0.24341219663619995
0.16228027641773224,0.2575160562992096,0.15443748235702515,0.23909637331962585
0.1551939845085144,0.24831071496009827,0.15922977030277252,0.2459719330072403
0.15256430208683014,0.24656537175178528,0.1564197689294815,0.2333398163318634
0.15020863711833954,0.24288707971572876,0.15553683042526245,0.23172001540660858
0.1470153033733368,0.23905569314956665,0.16180968284606934,0.24600543081760406
0.1468660533428192,0.23804894089698792,0.15860652923583984,0.2405788153409958
0.14459823071956635,0.23470868170261383,0.16157497465610504,0.24326688051223755
0.1437472701072693,0.23352277278900146,0.15033909678459167,0.2261354625225067
0.14258889853954315,0.23302748799324036,0.14684410393238068,0.21586176753044128
0.13895191252231598,0.2261815220117569,0.14955301582813263,0.23115015029907227
0.13856902718544006,0.22791577875614166,0.14836113154888153,0.22756342589855194
0.1376655250787735,0.2252083420753479,0.14256252348423004,0.2230650931596756
0.13722535967826843,0.22148430347442627,0.1395202875137329,0.212004154920578
0.1352957785129547,0.22317162156105042,0.1462826281785965,0.2199338674545288
0.13816750049591064,0.22416305541992188,0.13880495727062225,0.2188788801431656
0.13050298392772675,0.21470974385738373,0.13339215517044067,0.21640072762966156
0.13026325404644012,0.21739839017391205,0.13812141120433807,0.2253117710351944
0.12918305397033691,0.21534232795238495,0.13563232123851776,0.2184865027666092
0.12938988208770752,0.21496130526065826,0.1282070130109787,0.20572854578495026
0.12689876556396484,0.21024417877197266,0.1425853669643402,0.22167770564556122
0.12472309917211533,0.21190354228019714,0.13542576134204865,0.21507485210895538
0.12597596645355225,0.2126912623643875,0.12878862023353577,0.2057631015777588
0.12457510828971863,0.20800624787807465,0.1326054036617279,0.2159072458744049
0.12748503684997559,0.21042482554912567,0.12805967032909393,0.20870113372802734
0.12714745104312897,0.20911136269569397,0.12858128547668457,0.2102240025997162
0.12302465736865997,0.20568421483039856,0.12471167743206024,0.20158477127552032
0.1220751404762268,0.20470091700553894,0.12029344588518143,0.20948526263237
0.12170153111219406,0.20415771007537842,0.12352205067873001,0.2120726853609085
0.12002097815275192,0.20639194548130035,0.12369714677333832,0.20519161224365234
0.12167030572891235,0.20437322556972504,0.12669146060943604,0.20779527723789215
0.11748716980218887,0.20215556025505066,0.1254594624042511,0.20755916833877563
0.12120012938976288,0.20300105214118958,0.12163500487804413,0.20590852200984955
0.11885387450456619,0.20269373059272766,0.1297672539949417,0.21796418726444244
0.12089979648590088,0.2012719213962555,0.12298395484685898,0.2138618528842926
0.11828964203596115,0.20238615572452545,0.1231328472495079,0.20938284695148468
0.11600708216428757,0.1995311677455902,0.12105482816696167,0.20252379775047302
0.11871804296970367,0.20190271735191345,0.11280418932437897,0.19778355956077576
0.11726190894842148,0.20089508593082428,0.12013503909111023,0.20632140338420868
0.11127142608165741,0.19612431526184082,0.11818616092205048,0.20254744589328766
0.11911162734031677,0.19852754473686218,0.1294444501399994,0.21679486334323883
0.11025623977184296,0.19707484543323517,0.1198892816901207,0.19778724014759064
0.1119426041841507,0.19697342813014984,0.1287694275379181,0.2178184688091278
0.1108057051897049,0.19326984882354736,0.1214049682021141,0.2096163034439087
0.10992588102817535,0.19615857303142548,0.1203218549489975,0.20406101644039154
0.11055928468704224,0.19537125527858734,0.11468888074159622,0.19555431604385376
0.10914377123117447,0.1968427151441574,0.1175338625907898,0.20081676542758942
0.10772637277841568,0.19360627233982086,0.12051669508218765,0.2100914716720581
